Name,Vessel type,MMSI,IMO,Beneficial Owner,Registered Owner,Class,Builder,Operator,Technical Manager
Bardsund,SMALL CLEAN TNKR (Bunkering),257304000,8517542,Tysnes Sjotransport,TYSNES SJOTRANSPORT AS,DNV,Luhring Werft,Tysnes Sjotransport,Tysnes Sjotransport
Barents Wind,SMALL CLEAN TNKR,,8010805,Eastwind Group,,withdrawn from DNV,Hayashikane,Eastwind Group,Eastwind Group
Bariles,SMALL CLEAN TNKR,,9804318,Phil National Lines,PHIL NATIONAL LINES INC,,Unknown Yard,Phil National Lines,Phil National Lines
Barin,SMALL CLEAN TNKR,214182104,7214492,United Shipping Services,UNITED SHIPPING SERVICES LTD,nonIACS,Hitzler Werft,United Shipping Services,United Shipping Services
Barkly Pearl,LIVESTOCK,538003769,9042295,Undisclosed,CATTLE LINE ONE PTE LTD,suspended from BV,Orskov,Undisclosed,Global Radiance Ship Management
Barolo,SMALL CLEAN TNKR (Inland),244630720,9455246,Scheepvaartbedrijf Dari BV,DARI BV,,Dalian Lushun Binhai,Scheepvaartbedrijf Dari BV,Scheepvaartbedrijf Dari BV
Baron I,MR2 TNKR,352980787,9288370,Sea Trade Marine,BALSER MARITIME COMPANY SA,ABS,Onomichi Dockyard,Sea Trade Marine,Sea Trade Marine
Barones,SMALL CLEAN TNKR (Inland),244170753,9810800,Unknown Dutch,BARONES TANKVAART VOF,LRS,Santierul Naval Severnav Main Yard,Unknown Dutch,Unknown Dutch
Baroness,POST PANAMAX TNKR (Dirty),,7913294,World Tankers,,BV,Mitsubishi HI,World Tankers,World Tankers
Bartok,SMALL CLEAN TNKR (Chemical / Product),209391000,9517458,GEFO,BARTOK TANKER GMBH & CO KG,BV,Besiktas,GEFO,GEFO
Baru,LR1 TNKR,538002129,8413851,Torvald Klaveness,KLAVENESS SHIPPING AS,withdrawn from DNV,B and W,Torvald Klaveness,Torvald Klaveness
Baruna 58 I,SMALL CLEAN TNKR,525500366,9062362,PT Kartika Jasa Karya,KARTIKA JASA KARYA PT,,Kegoya Dock 1st Factory,PT Kartika Jasa Karya,PT Kartika Jasa Karya
Barunawati,AFRAMAX TNKR,,8821917,BLT,,withdrawn from DNV,3 Maj Brodogradiliste,BLT,BLT
Barwasa,SMALL CLEAN TNKR,657159800,9082221,Ship and Shore Services,SHIP & SHORE SERVICES LTD,IS,Babcock Marine,Ship and Shore Services,Ship and Shore Services
Barwasa 1,SMALL CLEAN TNKR,657154100,9030711,Ship and Shore Services,SHIP & SHORE SERVICES LTD,ABS,Cantieri Navali Fratelli Orlando,Ship and Shore Services,Ship and Shore Services
Barys,HEAVY LIFT (Deck Cargo),436000365,9814521,Kazmortransflot,NMSC KAZMORTRANSFLOT LLP,RMRS,Vard Braila,Kazmortransflot,Kazmortransflot
Basaran Bayrak,SMALL CLEAN TNKR (Chemical / Product),229878000,9932165,Baytas Tanker,EAST ACE TANKER & SHIPPING LTD,BV,Ceksan,Vitol,Acechem Tanker
Basat,SMALL CLEAN TNKR (Chemical / Product),249255000,9447029,Tune Chemical Tankers,BASAT SHIPPING LTD,BV,Tersan,Tune Chemical Tankers,Pakoil Denizcilik Ticaret
Basem 1,LIVESTOCK,450527000,7619525,Alia Shipping,ALIA SHIPPING CO LTDSVC,nonIACS,ENVC,Alia Shipping,Coral Technical Services
Bashar One Transport,LIVESTOCK,677028000,8506361,Al Delta,MARINE ONE TRANSPORT CO LTD,suspended from DNV GL,Bremer Vulkan,Al Delta,Coral Technical Services
Bashundhara Malika,MR2 TNKR (Chemical / Product),405000334,9263708,Bashundhara Oil and Gas,BASHUNDHARA MULTI FOOD PRODUCT,LRS,STX Offshore,Atlantis Gas,Exmar Shipmanagement India
Bashundhara Oil & Gas 1,SMALL CLEAN TNKR,,9871804,Bashundhara Oil and Gas,BASHUNDHARA OIL & GAS CO LTD,BV,Bashundhara Steel and Engineering,Bashundhara Oil and Gas,Bashundhara Oil and Gas
Bashundhara Oil & Gas 2,SMALL CLEAN TNKR,,9871816,Bashundhara Oil and Gas,BASHUNDHARA OIL & GAS CO LTD,BV,Bashundhara Steel and Engineering,Bashundhara Oil and Gas,Bashundhara Oil and Gas
Bashundhara Oil & Gas 3,SMALL CLEAN TNKR,,9871828,Bashundhara Oil and Gas,BASHUNDHARA OIL & GAS CO LTD,BV,Bashundhara Steel and Engineering,Bashundhara Oil and Gas,Bashundhara Oil and Gas
Bashundhara Oil & Gas 4,SMALL CLEAN TNKR,,9871830,Bashundhara Oil and Gas,BASHUNDHARA OIL & GAS CO LTD,BV,Bashundhara Steel and Engineering,Bashundhara Oil and Gas,Bashundhara Oil and Gas
Bashundhara Oil & Gas 5,SMALL CLEAN TNKR,,9871842,Bashundhara Oil and Gas,BASHUNDHARA OIL & GAS CO LTD,BV,Bashundhara Steel and Engineering,Bashundhara Oil and Gas,Bashundhara Oil and Gas
Bashundhara Oil & Gas 6,SMALL CLEAN TNKR,,9871854,Bashundhara Oil and Gas,BASHUNDHARA OIL & GAS CO LTD,BV,Bashundhara Steel and Engineering,Bashundhara Oil and Gas,Bashundhara Oil and Gas
Bashundhara Oil & Gas 7,SMALL CLEAN TNKR,,9871866,Bashundhara Oil and Gas,BASHUNDHARA OIL & GAS CO LTD,BV,Bashundhara Steel and Engineering,Bashundhara Oil and Gas,Bashundhara Oil and Gas
Bashundhara Oil & Gas 8,SMALL CLEAN TNKR,,9871878,Bashundhara Oil and Gas,BASHUNDHARA OIL & GAS CO LTD,BV,Bashundhara Steel and Engineering,Bashundhara Oil and Gas,Bashundhara Oil and Gas
Basilia,AFRAMAX SHUTTLE TNKR,374542000,9012305,Leader Ship Management,OCEAN SEEK MARITIME CO,DNV,Tsuneishi Zosen,Leader Ship Management,Leader Ship Management
Basilis L,MR1 TNKR (Chemical / Product),538007627,9290505,Tsakos Shipping and Trading,CAUPOLA SHIPPING LTD,DNV,Hyundai Mipo,Tsakos Shipping and Trading,Leon Shipping and Trading
Basiluzzo M,SMALL CLEAN TNKR (Chemical / Product),247149100,9323857,Augusta Due Srl,AUGUSTA DUE SRL,RINA,Nuovi Cantieri Apuania,Clearlake Shipping,Augusta Due Srl
Basker Spirit,AFRAMAX SHUTTLE TNKR,308054000,9002386,Altera Infrastructure,ALTERA SHUTTLE LOADING PTE LTD,withdrawn from DNV,Dalian Shipyard,Altera Infrastructure,Altera Infrastructure
Basra,VLCC,636021047,9876438,Shoei Kisen,CYPRESS MARITIME PANAMA SA,ABS,Imabari,VS Tankers,Navios Tankers Management
Basset,MR2 TNKR (Chemical / Product),563090700,9858060,Grace Ocean Investment,GRACE OCEAN PTE LTD,NKK,Japan Marine United,Hafnia MR Tankers Pool,Synergy Navis Marine
Bassilevousa,MR1 TNKR (Chemical / Product),241522000,9295335,Tsakos Shipping and Trading,XENOFON SHIPPING CO LTD,DNV,Hyundai Mipo,Maersk Handy Pool,Tsakos Columbia Shipmanagement
Bastille Street,MR2 TNKR,636015161,9573701,Zodiac Maritime,TENNENT STAR NAVIGATION INC,ABS,Iwagi Zosen,Zodiac Maritime,Zodiac Maritime
Bastos I,MR1 TNKR,352001666,9299367,Humboldt Administradora,GUANACO SHIPPING INC,LRS,Guangzhou CSSC Longxue Shipbuilding,Ultratank,Humboldt Administradora
Bata 1,SMALL DIRTY TNKR,,7048192,Panafric Maritime Ltd,PANAFRIC MARITIME LTD,withdrawn from BV,3 Maj Brodogradiliste,Panafric Maritime Ltd,Panafric Maritime Ltd
Batamas Sentosa V,SMALL DIRTY TNKR,525015368,7104740,Waruna Nusa Sentana,WARUNA NUSA SENTANA PT,BKI,Lurssen,Waruna Nusa Sentana,Waruna Nusa Sentana
Batangas Bay,SMALL CLEAN TNKR,548803200,8877459,Magsaysay Maritime,BATANGAS BAY CARRIERS,RINA,Keppel Batangas Shipyard,Magsaysay Maritime,Magsaysay Maritime
Bateel,LR1 TNKR,403272000,8511536,Bihar International,AL REKAB GLOBAL MARITIME LTD,withdrawn from DNV,3 Maj Brodogradiliste,Bihar International,Bihar International
Batikan I,SMALL CLEAN TNKR (Bunkering),271010125,8987644,Unknown Turkish,BOZKURT Y,Other,Gisan,Unknown Turkish,Unknown Turkish
Bauhinia,SMALL CHEMICAL TNKR,525107002,9153575,BLT,BROTOJOYO MARITIME PT,NKK,Usuki Zosensho,BLT,Gold Bridge Shipping
Bauke,SMALL CLEAN TNKR (Inland),211492530,8335712,Unknown German,LANGIUS K&B,LRS,GS Yard,Unknown German,Unknown German
Baustella,SMALL DIRTY TNKR (Asphalt),477103600,9812133,Bank of Communications Financial Leasing,BRIGHT BAUSTELLA SHIPPING LTD,BV,Fujian Mawei Shipbuilding,Bank of Communications Financial Leasing,Seacon Shipping Group
Bavly,SMALL CLEAN TNKR,273358180,9621560,NAFTA Invest,NAFTAINVEST LLC,RMRS,Zelenodolsk,Belmax,Belmax
Bawa I,SMALL CLEAN TNKR (Bunkering),248138000,7228467,Zeta Energy,BAWA SHIPPING LTD,withdrawn from RINA,Odratrans Shipyard,Zeta Energy,Zeta Energy
Bay 1,AFRAMAX TNKR,,7360007,Undisclosed,,,Locataire Gerant Normed,Undisclosed,Undisclosed
Bay Pearl,SMALL CLEAN TNKR,374376000,8610423,Solitaire Marine and Offshore,BAY RISE TANKERS FZC,withdrawn from BV,Cantieri Benetti,Solitaire Marine and Offshore,Solitaire Marine and Offshore
Bay Spirit,SMALL CHEMICAL TNKR,636019069,9852286,Tachibanaya Co,YAOKI SHIPPING SA,NKK,Asakawa,Tachibanaya Co,Green Maritime Co
Bay VII,SMALL CLEAN TNKR,419900860,9091167,Solitaire Marine and Offshore,BAY TANKERS PVT LTD,IRS,Zuari Shipyard,Solitaire Marine and Offshore,Solitaire Marine and Offshore
Bay Yasu,J19 STAINLESS STEEL,370646000,9363869,Enyo Kaiun,OCEAN EYE SA,NKK,Usuki Zosensho,J19 Stainless Steel Tankers Pool,Anglo Eastern Univan Group
Bayan,SMALL CLEAN TNKR (Bunkering),565058000,9532317,OHC Shipmanagement,GMT BRAVO PTE LTD,BV,Yangzhou Haichuan Shipyard,Global Energy Group,OHC Shipmanagement
Bayou Sun,MR2 TNKR (Chemical / Product),352001501,9911537,Meiji Shipping Group,ESTEEM MARITIME SA,DNV,Hyundai Mipo,Waterfront Shipping,Meikai Marine Services
Bayovar,SMALL CLEAN TNKR,760113000,8627749,Empresa Nacional de Puertos,SERVICIO NAVIERA PERU,LRS,Kherson,Empresa Nacional de Puertos,Empresa Nacional de Puertos
Bayrakli,SMALL CLEAN TNKR (Bunkering),271044658,9418391,Arkas Bunkering and Trading,ARKAS BUNKERING & TRADING SA,ABS,Dongfeng,Arkas Bunkering and Trading,Arkas Bunkering and Trading
Bayraq,VLCC,403017000,9829643,Bahri,BAHRI,ABS,Samsung,Bahri Oil Transportation,Bahri
BD 51,SMALL DIRTY TNKR (Asphalt),374698000,9505003,Korea National Oil Corp,HONG KONG INTERNATIONAL,KRS,Gezhouba,Korea National Oil Corp,Spring Ship Management FZE
BDP Spirit,SMALL CLEAN TNKR (Chemical / Product),538009703,9424053,Okino Kaiun,LUA LINE/OKINO KAIUN,DNV,Atlas Shipyard,Union Maritime,Atlantas Ship Management
Beagle,MR2 TNKR (Chemical / Product),352802000,9814181,Nissen Kaiun,NIKKO KISEN/SUN LANES,NKK,Japan Marine United,Hafnia MR Tankers Pool,Synergy Navis Marine
Beast,MR2 TNKR (Chemical / Product),511100943,9290921,Undisclosed,OCEAN VOYAGE CORP,RINA,STX Offshore,Undisclosed,MRK Shipmanagement SRL
Beaufort Sea,AFRAMAX TNKR,565135000,9002245,Tanker Pacific,,ABS,Hyundai Heavy Ind Ulsan Shipyard,Tanker Pacific,Tanker Pacific
Beaufort Wind,SMALL CLEAN TNKR,,8010817,Eastwind Group,,withdrawn from DNV,Hayashikane,Eastwind Group,Eastwind Group
Beauty One,MR2 TNKR,620892000,9047386,Akron Trade and Transport,APOLLON INTERNATIONAL LTD,withdrawn from CRS,Hyundai Samho Heavy Ind,Akron Trade and Transport,Asia Charm
Bebedouro,SMALL CLEAN TNKR (Chemical / Product),636007950,8503773,Atlanship,CASA OVERSEAS LTD,withdrawn from ABS,Hyundai Heavy Ind Ulsan Shipyard,Atlanship,Atlanship
Bebek E,SMALL CLEAN TNKR (Bunkering),271000936,7808401,Alasonya Denizcilik Tic,ALASONYA DENIZCILIK TIC LTD,withdrawn from TL,Kanrei Zosen,Alasonya Denizcilik Tic,Alasonya Denizcilik Tic
Beco Voyager 2,SMALL CLEAN TNKR,657247000,7351642,Beco Petroleum,BECO PETROLEUM PRODUCTS LTD,withdrawn from RINA,Cantieri Riuniti dell Adriatico,Beco Petroleum,Beco Petroleum
Bedford,SMALL CLEAN TNKR,636022019,9808467,Union Maritime,UML BEDFORD LTD,BV,PaxOcean Zhoushan,Union Maritime,Atlantic Shipmanagement
Bee 3,SMALL CLEAN TNKR (Bunkering),563034240,8791681,Bunker B,BUNKER B PTE LTD,,Unknown Yard Singapore,Bunker B,Bunker B
Beethoven,SMALL CLEAN TNKR (Chemical / Product),209296000,9535539,GEFO,BEETHOVEN TANKER GMBH & CO KG,BV,Besiktas,GEFO,GEFO
Beethoven,SMALL CLEAN TNKR (Inland),205568590,9989077,Michand,MICHAND BVBA,LRS,Teamco Shipyard,Michand,Michand
Begonia,J19 STAINLESS STEEL,572572220,9287297,Raffles Shipping Group,RILEY SHIPPING CO PTE LTD,BV,Usuki Zosensho,Raffles Shipping Group,Raffles Shipping Group
Begonia,SMALL CHEMICAL TNKR,440109000,9330381,Woo Jin Shipping Co,WOO JIN SHIPPING CO LTD,KRS,Asakawa,Stena Bulk,New Shipping Kaisha
Begonia 1,MR2 TNKR (Chemical / Product),477113400,9295282,Captain Chan Shipping,BEGONIA SHIPPING LTD,ABS,Hyundai Mipo,Captain Chan Shipping,Captain Chan Shipping
Bei Hai Chang Shun,SMALL SHUTTLE TNKR (Dirty),413511350,9957579,Shanghai North Sea Shipping,SHANGHAI NORTH SEA SHPG CO LTD,,Wuhu Xinlian Shipbuilding,Shanghai North Sea Shipping,Shanghai North Sea Shipping
Bei Hai Fen Jin,LR1 TNKR,414790000,9790799,Shanghai North Sea Shipping,SHANGHAI NORTH SEA SHPG CO LTD,CCS,Guangzhou CSSC Longxue Shipbuilding,Shanghai North Sea Shipping,Shanghai North Sea Shipping
Bei Hai Feng Huang,PANAMAX MT (Dirty),412379000,9868118,Shanghai North Sea Shipping,SHANGHAI NORTH SEA SHPG CO LTD,CCS,Guangzhou CSSC Longxue Shipbuilding,Shanghai North Sea Shipping,Shanghai North Sea Shipping
Bei Hai Hou Wang,MR2 TNKR,413193000,9615444,Shanghai North Sea Shipping,SHANGHAI NORTH SEA SHPG CO LTD,CCS,Guangzhou CSSC Longxue Shipbuilding,Shanghai North Sea Shipping,Shanghai North Sea Shipping
Bei Hai Kai Tuo,LR1 TNKR,414788000,9790787,Shanghai North Sea Shipping,SHANGHAI NORTH SEA SHPG CO LTD,CCS,Guangzhou CSSC Longxue Shipbuilding,Shanghai North Sea Shipping,Shanghai North Sea Shipping
Bei Hai Kun Peng,PANAMAX MT (Dirty),412474000,9868120,Shanghai North Sea Shipping,SHANGHAI NORTH SEA SHPG CO LTD,CCS,Guangzhou CSSC Longxue Shipbuilding,Shanghai North Sea Shipping,Shanghai North Sea Shipping
Bei Hai Ming Wang,AFRAMAX TNKR,414749000,9628532,Shanghai North Sea Shipping,SHANGHAI NORTH SEA SHPG CO LTD,CCS,Guangzhou CSSC Longxue Shipbuilding,Shanghai North Sea Shipping,Shanghai North Sea Shipping
Bei Hai Qi Lin,PANAMAX MT (Dirty),414060000,9868132,Shanghai North Sea Shipping,SHANGHAI NORTH SEA SHPG CO LTD,CCS,Guangzhou CSSC Longxue Shipbuilding,Shanghai North Sea Shipping,Shanghai North Sea Shipping
Bei Hai Wei Wang,AFRAMAX TNKR,413280000,9435296,Shanghai North Sea Shipping,SHANGHAI NORTH SEA SHPG CO LTD,CCS,Shanghai Waigaoqiao Shipbuilding,Shanghai North Sea Shipping,Shanghai North Sea Shipping
Bei Hai Xi Wang,LR2 TNKR,412527000,8618176,Shanghai North Sea Shipping,SHANGHAI NORTH SEA SHPG CO LTD,withdrawn from CCS,Mitsui Ichihara,Shanghai North Sea Shipping,Shanghai North Sea Shipping
Bei Hai Xin Xi Wang,SMALL SHUTTLE TNKR (Dirty),413279130,9910521,Shanghai North Sea Shipping,SHANGHAI NORTH SEA SHPG CO LTD,,COSCO Qidong Offshore,Shanghai North Sea Shipping,Shanghai North Sea Shipping
Bei Hai Yuan Wang,MR2 TNKR,413307360,9271028,Shanghai North Sea Shipping,SHANGHAI NORTH SEA SHPG CO LTD,CCS,Bohai Shipbuilding Heavy Industry Co,Shanghai North Sea Shipping,Shanghai North Sea Shipping
Bei Hai Zhan Wang,AFRAMAX TNKR,413281000,9509035,Shanghai North Sea Shipping,SHANGHAI NORTH SEA SHPG CO LTD,CCS,Shanghai Waigaoqiao Shipbuilding,Shanghai North Sea Shipping,Shanghai North Sea Shipping
Bei Hai Zhi Xing,POST PANAMAX TNKR (Dirty),413279000,9057006,Shanghai North Sea Shipping,SHANGHAI NORTH SEA SHPG CO LTD,CCS,Namura,Shanghai North Sea Shipping,Shanghai North Sea Shipping
Bei Hai Zhong Wang,MR2 TNKR,413190000,9584114,Shanghai North Sea Shipping,SHANGHAI NORTH SEA SHPG CO LTD,CCS,Guangzhou CSSC Longxue Shipbuilding,Shanghai North Sea Shipping,Shanghai North Sea Shipping
Beijing Spirit,SUEZMAX TNKR,311000444,9418597,Bank of Communications Financial Leasing,BEIJING SPIRIT LLC,DNV,Jiangsu Rongsheng,Teekay Suezmax Pool,Teekay Tankers
Beira,SMALL CLEAN TNKR (Chemical / Product),,7913165,Undisclosed,,withdrawn from HRS,Mie,Undisclosed,Undisclosed
Bekapai/Permina 56,SMALL DIRTY TNKR,,7114771,Pertamina,,BKI,Varna,Pertamina,Pertamina
Bekasap/Permina 54,SMALL DIRTY TNKR,,7032947,Pertamina,,,Varna,Pertamina,Pertamina
Bekkie,SMALL CLEAN TNKR,334146000,8007444,Abbey Court Trading,ABBEYCOURT TRADING CO LTD,,Fincantieri Ancona,Abbey Court Trading,Abbey Court Trading
Bel Taylor,LR1 TNKR (Chem / Product),538002232,8913849,Prime Tanker Management,,withdrawn from DNV,B and W,Prime Tanker Management,Prime Tanker Management
Bela,MR1 TNKR,,7916129,Undisclosed,,,Imabari,Undisclosed,Undisclosed
Belahcel Bouzegza,SMALL CLEAN TNKR (Bunkering),605076457,7730745,Sonatrach,SNTMHYPROC,suspended from BV,Unknown Yard France,Sonatrach,Sonatrach
Belaian Harmoni,SMALL CLEAN TNKR (Bunkering),533133372,9703942,Undisclosed,MALAYAN ENERGISTIK SOLUTIONS SDN BHD,RINA,Lianyungang Shenghua,Undisclosed,Undisclosed
Belaian Libaran,SMALL CLEAN TNKR,677084700,9062738,Undisclosed,DUTARYO OVERSEAS TRADING CORP,withdrawn from NKK,Shirahama Shipbuilding,Undisclosed,Undisclosed
Belema Sweet,VLCC,341740000,9088689,Digifro Oil and Gas Services,DIGIFRO OIL & GAS SERVICES LTD,ABS,Sumitomo,Digifro Oil and Gas Services,Digifro Oil and Gas Services
Belghimous,SMALL CLEAN TNKR (Bunkering),605076458,7815856,Sonatrach,SNTMHYPROC,suspended from BV,Comef,Sonatrach,Sonatrach
Belgorod,SUEZMAX TNKR,273259530,9412359,Novoship,NS BRAVO SHIPPING INC,RMRS,Jiangsu Rongsheng,Novoship,Invest Fleet
Bella,SMALL CLEAN TNKR (Bunkering),533130925,9083354,Goldenport Marine,GOLDENPORT MARINE SDN BHD,BV,ASL Marine,Goldenport Marine,South Point Ship Management
Bella 1,VLCC,750350205,9230880,Louis Marine Shipholding,LOUIS MARINE SHIPHOLDING ENT,LRS,Hyundai Heavy Ind Ulsan Shipyard,Louis Marine Shipholding,Nava Ship Management
Bella Sandra,SMALL CLEAN TNKR (Bunkering),667002121,9424625,Coral for Bunkering and Services,CORAL FOR BUNKERING & SERVICES,withdrawn from BV,El Kotbi Yard,Coral for Bunkering and Services,Coral for Bunkering and Services
Bellagio,SMALL CLEAN TNKR (Chemical / Product),636024318,9299446,Babylon Navigation DMCC,ARTFUL CHARTERS SA,DNV,Guangzhou CSSC Longxue Shipbuilding,Maersk Handy Pool,Babylon Navigation DMCC
Bellaris,LR1 TNKR,352001849,9332614,Nardie International,NARDIE INTERNATIONAL SA,ABS,Brodosplit,Nardie International,Nardie International
Bellator,SMALL CLEAN TNKR (Inland),269057591,9809162,Duraship,MFT MARINE FUEL TRADING AG,LRS,Santierul Naval Severnav Main Yard,Duraship,Duraship
Bellatrix,MR2 TNKR (Chemical / Product),319287200,9987756,Bank of Communications Financial Leasing,XIANG T103 HK INTERNATIONAL,LRS,K Shipbuilding,Al Seer Marine,ASP Ship Management Singapore Pte
Bellflower,SMALL CHEMICAL TNKR,431019444,9959058,Uyeno Unyu Shokai,UYENO UNYU SHOKAI,,Koa Sangyo,Uyeno Unyu Shokai,Uyeno Unyu Shokai
Bellini,LR1 TNKR,538005358,9351440,NGM Energy,PEYTO INTERNATIONAL CO,ABS,New Century,Trafigura Maritime Logistics,Goodwood Ship Management
Bellini,SMALL CLEAN TNKR (Inland),269057368,9582922,Naval Inland Navigation,DEEPSEA SHIPPING BV,LRS,Nantong Chang Qing Sha,Naval Inland Navigation,Naval Inland Navigation
Bellona,SMALL CLEAN TNKR (Inland),244650664,9455313,Bamalite,BAMALITE SA,LRS,Santierul Naval Orsova,Bruinsma Freriks Transport,Bamalite
Bellotto,SMALL CLEAN TNKR (Inland),218000710,9962055,GEFO,GEFO,LRS,Dolderman,GEFO,GEFO
Belmar,AFRAMAX TNKR,256377000,9516959,Jiawang International Ship Lease,JIAWANG INTERNATIONAL SHIP,ABS,Samsung,TMS Tankers,TMS Tankers
Belogorsk,SMALL CLEAN TNKR,511100454,8700101,Price Co,SKY PACIFIC LTD,RMRS,Meyer Turku Shipyard,Price Co,Price Co
Beloyarsk,SMALL CLEAN TNKR,273174000,7044378,Unknown Russian,MORSKOY TRAST CO LTD,suspended from RMRS,Zaliv,Unknown Russian,Unknown Russian
Ben K,SMALL CLEAN TNKR (Chemical / Product),631877000,7812048,Genesis Worldwide,GENESIS WORLDWIDE SHIPPING,withdrawn from LRS,IZAR,Genesis Worldwide,Genesis Worldwide
Benakat/Permina 57,SMALL DIRTY TNKR,,7128435,Pertamina,,BKI,Varna,Pertamina,Pertamina
Bendigo,VLCC,518999240,9289491,Max Maritime Solution,VILLETA SERVICES INC,withdrawn from BV,Daewoo,Max Maritime Solution,Max Maritime Solution
Benedetto,SMALL CLEAN TNKR (Inland),211883850,9946049,GEFO,UNKNOWN,LRS,Dolderman,GEFO,GEFO
Benichitose,SMALL CHEMICAL TNKR,636019905,9172492,Nagai Kaiun Kaisha,MIL MARINE INC,NKK,Shin Kochi,Nagai Kaiun Kaisha,Nagai Kaiun Kaisha
Benito Juarez,SMALL DIRTY TNKR,,6814960,Pemex,,,IHI,Pemex,Pemex
Benjamin Neville,SMALL CLEAN TNKR (Chemical / Product),548593200,9695858,Ocean Tankers Corp,OCEAN TANKERS CORP,Other,RLT Shipyard Realty,Ocean Tankers Corp,Ocean Tankers Corp
Benten Galaxy,25 STAINLESS STEEL,352001319,9932725,Murakami Sekiyu,MURAKAMI SEKIYU/TRADEWIND NAVI,NKK,Shin Kurushima Onishi,MOL Chemical Tankers Pte,Synergy Navis Marine
Bentley I,MR1 TNKR,373259000,9253129,Sea World Management,MARITIME TRADING LTD,RINA,SLS,Sea World Management,Sea World Management
Benua Raya VIII,SMALL CLEAN TNKR,525020413,8649230,Benua Raya Katulistiwa,BENUA RAYA KATULISTIWA PT,withdrawn from BV,Taixing Hongyun Shipbuilding,Benua Raya Katulistiwa,Oceanindo Prima Sarana PT
Beothuk Spirit,SUEZMAX SHUTTLE TNKR (Dirty),316035891,9780768,Maran Shuttle Tankers,ALTERA GRAND BANKS SHIPPING,DNV,Samsung,Teekay Classic Suezmax Pool,Maran Shuttle Tankers
Beraca,SMALL CLEAN TNKR,345140020,9486752,Navalmex Combustibles,NAVALMEX COMBUSTIBLES SA DE CV,LRS,Dongfeng,Navalmex Combustibles,Navalmex Combustibles
Beresina,SMALL CLEAN TNKR (Inland),211509480,8335750,Schifffahrt & Transport Harald Page & Sohn,ONESHIP MS COL,withdrawn from DNV,GS Yard,Schifffahrt & Transport Harald Page & Sohn,Schifffahrt & Transport Harald Page & Sohn
Berezovneft,SMALL CLEAN TNKR,273831000,7109336,Far Trans Co,FAR TRANS CO LTD,withdrawn from RMRS,Zaliv,Far Trans Co,Far Trans Co
Berg,SMALL CLEAN TNKR,525119107,9374325,Waruna Nusa Sentana,WARUNA NUSA SENTANA PT,CCS,Taizhou Sanfu Shipbuilding,Waruna Nusa Sentana,Waruna Nusa Sentana
Berg 1,VLCC,306199000,9262168,Strong Roots Provider NV,STRONG ROOTS PROVIDER NV,withdrawn from BV,Universal,Strong Roots Provider NV,Everoon Ship Services
Bergamo,VLCC,,7342811,Oldendorff Carriers,,,Ferguson Marine,Oldendorff Carriers,Oldendorff Carriers
Berge Boss,VLCC,,7359084,Thor Dahl Management AS,,,Odense Steel,Thor Dahl Management AS,Thor Dahl Management AS
Berge Lord,VLCC,,7328255,Undisclosed,,,Mitsui Ichihara,Undisclosed,Undisclosed
Berge Septimus,VLCC,,7354864,Undisclosed,,,Mitsui Ichihara,Undisclosed,Undisclosed
Bergen Energy,SMALL CLEAN TNKR (Bunkering),258018390,8827052,Bergen Tankers,BERGEN TANKERS AS,DNV,Seutelvens Verksted,Bergen Tankers,Bergen Tankers
Bergen Star,SMALL CLEAN TNKR,258310000,9321603,Bergen Tankers,BERGEN TANKERS AS,DNV,Hidrodinamik,Bergen Tankers,Bergen Tankers
Bergen T,SMALL CLEAN TNKR,273353430,8918540,Marine Services,SHIPPING F LLC,withdrawn from RMRS,Apatin,Marine Services,KD Bunker
Bergen Tank,SMALL CLEAN TNKR (Bunkering),257706000,9436161,Bergen Tankers,BERGEN TANKERS AS,BV,Nevsky,Bergen Tankers,Bergen Tankers
Bergen TS,AFRAMAX TNKR,248024000,9737400,Tsakos Energy Navigation,ETESIAN SHIPTRADE SA,DNV,DaewooMangalia,Equinor,Tsakos Columbia Shipmanagement
Bergen Viking,SMALL CLEAN TNKR (Chemical / Product),257684000,9285213,Bergen Tankers,BERGEN TANKERS AS,BV,Qingshan Shipyard,Bergen Tankers,Bergen Tankers
Bergprai,SMALL CLEAN TNKR,567041400,9065089,Ama Marine,AMA MARINE PCL,withdrawn from BV,IS,Ama Marine,Ama Marine
Bergstraum,SMALL CHEMICAL TNKR,259319000,9108740,Utkilen AS,UTKILEN SHIPPING AS,DNV,Vard Aukra,Utkilen AS,Utkilen AS
Bering,MR2 TNKR (Chemical / Product),636010805,9149225,IMS SA,RIFIA SHIPPING INC,BV,Brodosplit,IMS SA,IMS SA
Bering Wind,MR1 TNKR,,8001402,Eastwind Group,,withdrawn from DNV,Hayashikane,Eastwind Group,Eastwind Group
Berjaya,SMALL CLEAN TNKR,341708000,8513003,Shipmate,GS MARINE SA,suspended from NKK,Tsuneishi Zosen,Shipmate,Shipmate
