mmsi,imo,ship_name,country,operator,build_year,ship_type,deadweight,builder,builder_country,age_risk,n_points,total_days,sanction_sources,risk_level,hit_ofac,hit_un,hit_eu,hit_uk,flag_score,paris_list,tokyo_list,gap_24h_ratio,gap_24h_ci95_lower,gap_24h_ci95_upper,gap_24h_ci90_lower,gap_24h_ci90_upper,gap_24h_ci80_lower,gap_24h_ci80_upper,gap_12h_count,gap_24h_count,gap_72h_count,gap_max_hours,gap_mean_hours,low_speed_ratio,non_anch_low_ratio,non_anch_low_ci95_lower,non_anch_low_ci95_upper,non_anch_low_ci90_lower,non_anch_low_ci90_upper,non_anch_low_ci80_lower,non_anch_low_ci80_upper,non_anch_low_events,non_anch_low_max_dur_h,loitering_h_ratio,msr,spc,sdr,port_dwell,port_interval,turn_nonport,san_port_dwell,san_of_port,cog_high_vol_ratio,cog_high_vol_ci95_lower,cog_high_vol_ci95_upper,cog_high_vol_ci90_lower,cog_high_vol_ci90_upper,cog_high_vol_ci80_lower,cog_high_vol_ci80_upper,cog_very_high_vol_ratio,cog_mean_vol,cog_max_vol,anomaly_index,anomaly_ci95_lower,anomaly_ci95_upper,anomaly_ci90_lower,anomaly_ci90_upper,anomaly_ci80_lower,anomaly_ci80_upper,data_sufficiency,confidence_grade,name_changes,flag_changes,owner_changes,total_identity_changes,recorded_calls,unrecorded_call_ratio,hotspot_dwell_ratio,logistic_score,logistic_score_std,logistic_score_ci95_lower,logistic_score_ci95_upper,prediction_credibility,quadrant,company_count,company_source
314102000,9258480.0,Acheron,Barbados,Star Marine Management,2004.0,AFRAMAX TNKR,0000-00-00,Sumitomo,Japan,2,52723,180.4,0,未命中,False,False,False,False,1,White,Medium Performance,0.000131,4.1e-05,0.000222,4.6e-05,0.000195,5.4e-05,0.000167,51,5,0,57.1,0.1,0.193085,0.095851,0.093338,0.098364,0.093734,0.097951,0.094191,0.097478,57,79.5,0.095823,0.312439,0.4337,0.386641,0.201812,0.0961,1.2165,0.002862,0.014005,0.076701,0.07443,0.078973,0.074786,0.078599,0.075198,0.078169,0.037383,6.82,142.19,5.85,5.73,5.97,5.75,5.95,5.77,5.93,1.0,A,0,0,0,0,0,0.0,0.0,67.45,9.56,48.71,86.19,高可信,B_潜在影子,29.0,equasis_real
461000282,,,,,,,,,,0,13739,82.5,0,未命中,False,False,False,False,0,Unknown,Unknown,0.000213,1.3e-05,0.000412,1.6e-05,0.000326,2.2e-05,0.000243,14,1,0,24.1,0.1,0.261373,0.087603,0.082878,0.092329,0.083604,0.091535,0.084447,0.090628,53,16.4,0.087495,0.232697,0.5625,0.418454,0.205119,0.2443,1.303906,0.002323,0.01065,0.09236,0.08752,0.0972,0.088264,0.096389,0.089129,0.09546,0.045486,8.74,121.41,5.79,5.55,6.04,5.59,5.99,5.63,5.95,0.383,C,0,0,0,0,0,0.0,0.0,13.66,10.56,0.0,34.36,中可信,D_正常,12.0,simulated_noisy
538010103,9414034.0,Senzeal,Marshall Islands,Undisclosed,2009.0,AFRAMAX TNKR,0000-00-00,Hyundai Heavy Ind Ulsan Shipyard,South Korea,1,35650,180.4,0,未命中,False,False,False,False,0,White,High Performance,0.000166,4.4e-05,0.000289,5e-05,0.00025,6e-05,0.000211,19,4,2,117.4,0.1,0.119467,0.115525,0.112208,0.118843,0.112728,0.118298,0.113332,0.117672,176,79.5,0.115487,0.203314,0.5452,0.062461,0.025577,0.0048,1.951874,5.4e-05,0.0,0.028497,0.026771,0.030224,0.027033,0.029931,0.027339,0.029597,0.010741,3.41,141.5,5.77,5.64,5.91,5.66,5.89,5.68,5.86,0.901,A,0,0,0,0,0,0.0,0.0,29.16,5.39,18.6,39.72,高可信,D_正常,19.0,equasis_real
613702110,9395379.0,Fortis,Cameroon,Pacific Logistic & Maritime,2008.0,AFRAMAX TNKR,0000-00-00,Namura,Japan,1,60906,180.6,2,中风险,False,False,True,True,3,Black,Low Performance,9.7e-05,2.6e-05,0.000169,2.9e-05,0.000146,3.5e-05,0.000123,17,4,1,314.4,0.1,0.124323,0.100491,0.098104,0.102879,0.09848,0.102488,0.098915,0.102039,81,109.4,0.100468,0.076046,0.4044,0.110751,0.103956,0.1592,2.455919,0.004957,0.047393,0.062505,0.060583,0.064427,0.060884,0.06411,0.061232,0.063747,0.023609,5.33,153.08,5.77,5.66,5.89,5.68,5.87,5.7,5.85,1.0,A,0,0,0,0,0,0.0,0.0,90.44,8.54,73.7,100.0,高可信,A_确认影子,26.0,equasis_real
273259430,9339313.0,Ladoga,Russia,Novoship,2007.0,AFRAMAX TNKR,0000-00-00,Samsung,South Korea,1,56448,180.0,3,高风险,True,False,True,True,1,Grey,Medium Performance,0.000176,7.2e-05,0.00028,8e-05,0.000252,9e-05,0.000222,11,8,1,148.7,0.1,0.122998,0.100668,0.098186,0.10315,0.098577,0.102744,0.09903,0.102276,84,146.6,0.100643,0.119977,0.4221,0.119656,0.126974,0.0591,4.927854,3.4e-05,0.0,0.057397,0.055478,0.059315,0.055778,0.058998,0.056125,0.058634,0.033375,5.36,175.62,5.68,5.57,5.8,5.58,5.78,5.61,5.76,0.999,A,0,0,0,0,0,0.0,0.0,68.79,5.66,57.7,79.88,高可信,A_确认影子,27.0,equasis_real
273277060,9354301.0,Jagger,Russia,North Fleet,2008.0,AFRAMAX TNKR,0000-00-00,Hyundai Heavy Ind Ulsan Shipyard,South Korea,1,62268,180.7,3,高风险,True,False,True,True,1,Grey,Medium Performance,0.000127,4.4e-05,0.00021,5e-05,0.000186,5.7e-05,0.000162,14,6,2,278.7,0.1,0.118135,0.111622,0.109149,0.114095,0.109539,0.113691,0.109991,0.113226,71,147.8,0.1116,0.033866,0.3664,0.223977,0.070143,0.0419,4.891298,0.001765,0.024737,0.030641,0.029287,0.031994,0.029496,0.031768,0.029739,0.031509,0.012718,3.23,147.19,5.64,5.54,5.74,5.55,5.72,5.57,5.71,1.0,A,0,0,0,0,0,0.0,0.0,85.78,4.55,76.86,94.7,高可信,A_确认影子,36.0,equasis_real
538012620,9336414.0,Orfeos,Marshall Islands,Zeythra Group,2007.0,AFRAMAX TNKR,0000-00-00,Tsuneishi Zosen,Japan,1,7224,57.8,0,未命中,False,False,False,False,0,White,High Performance,0.000958,0.000296,0.00162,0.000337,0.001421,0.000393,0.001218,13,5,1,201.2,0.2,0.124446,0.093655,0.086941,0.100368,0.087957,0.099225,0.089141,0.097921,42,39.8,0.093451,0.054085,0.4091,0.364973,0.247366,0.0899,1.0038,0.00663,0.025756,0.06962,0.063755,0.075484,0.064631,0.074473,0.065654,0.073323,0.030028,5.84,152.09,5.63,5.29,5.96,5.34,5.9,5.4,5.84,0.241,C,0,0,0,0,0,0.0,0.0,49.11,8.22,33.0,65.22,中可信,B_潜在影子,25.0,equasis_real
352006683,9266841.0,Midas,Panama,Ocean Morion Shipping,2003.0,AFRAMAX TNKR,0000-00-00,Tadotsu Tsuneishi,Japan,2,23470,71.3,1,低风险,True,False,False,False,0,White,High Performance,0.00021,4.3e-05,0.000376,5.1e-05,0.00032,6.2e-05,0.000264,6,3,0,70.3,0.1,0.175458,0.111781,0.10775,0.115811,0.108379,0.115145,0.109108,0.11438,149,53.8,0.111722,0.226035,0.4752,0.20769,0.113783,0.2535,1.719314,8.2e-05,0.0,0.028416,0.026292,0.03054,0.026611,0.030176,0.026983,0.029761,0.016443,3.29,172.26,5.6,5.44,5.77,5.46,5.74,5.49,5.71,0.462,C,0,0,0,0,0,0.0,0.0,54.23,8.52,37.53,70.93,中可信,A_确认影子,40.0,equasis_real
273271320,9378618.0,Pioner 1,Russia,Peace Shipmanagement,2008.0,LR2 TNKR,0000-00-00,Sasebo,Japan,1,75612,180.4,3,高风险,True,False,True,True,1,Grey,Medium Performance,6.5e-05,1.3e-05,0.000117,1.6e-05,9.9e-05,1.9e-05,8.2e-05,6,3,1,256.5,0.1,0.208776,0.101142,0.098993,0.103291,0.099332,0.102939,0.099725,0.102536,166,76.9,0.101123,0.092136,0.4193,0.178897,0.144823,0.1473,2.944386,6.5e-05,0.000274,0.052345,0.050758,0.053933,0.051006,0.053671,0.051294,0.05337,0.024731,4.88,180.0,5.6,5.5,5.7,5.52,5.68,5.53,5.66,1.0,A,0,0,0,0,0,0.0,0.0,75.4,0.93,73.58,77.22,高可信,A_确认影子,29.0,equasis_real
273259630,9249128.0,Sakhalin,Russia,Sovcomflot,2004.0,LR2 SHUTTLE TNKR,0000-00-00,Brodosplit,Croatia,2,81059,180.7,3,高风险,True,False,True,True,1,Grey,Medium Performance,4.8e-05,7e-06,9e-05,8e-06,7.5e-05,1e-05,5.9e-05,13,2,0,61.4,0.1,0.112486,0.106706,0.104581,0.108832,0.104917,0.108485,0.105306,0.108086,957,52.6,0.106689,0.105275,0.4107,0.098013,0.062469,0.0828,2.95116,0.000801,0.012446,0.0396,0.038258,0.040942,0.038467,0.04072,0.038709,0.040465,0.020429,4.4,163.17,5.59,5.5,5.69,5.52,5.67,5.53,5.65,1.0,A,0,0,0,0,0,0.0,0.0,86.59,5.68,75.46,97.72,高可信,A_确认影子,32.0,equasis_real
622108300,9260809.0,ETC Ramsis,Egypt,ETC,2003.0,AFRAMAX TNKR,0000-00-00,Mitsui Tamano,Japan,2,23995,180.3,0,未命中,False,False,False,False,1,Grey,Not Listed,0.000247,6.5e-05,0.000429,7.5e-05,0.000371,8.9e-05,0.000313,41,4,0,57.2,0.2,0.642426,0.033457,0.031183,0.035731,0.031526,0.035343,0.031927,0.034901,32,30.3,0.033383,0.104377,0.5507,0.436408,0.778784,5.6031,0.451364,8e-05,0.0,0.202499,0.197414,0.207583,0.198217,0.206752,0.199146,0.205797,0.108978,16.41,168.04,5.56,5.39,5.74,5.41,5.71,5.44,5.67,0.77,B,0,0,0,0,0,0.0,0.0,17.59,17.25,0.0,51.4,高可信,D_正常,17.0,equasis_real
511101845,9430313.0,Evren,Palau,Westank LLC,2010.0,AFRAMAX TNKR,0000-00-00,Hanjin Subic,Philippines,1,46593,180.7,0,未命中,False,False,False,False,2,Black,Low Performance,0.000213,8.7e-05,0.000339,9.7e-05,0.000305,0.00011,0.000269,31,8,1,81.8,0.1,0.100144,0.084596,0.08207,0.087123,0.082466,0.086707,0.082924,0.086229,573,50.1,0.084564,0.09788,0.4417,0.178486,0.058779,0.1375,2.387457,0.001243,0.02046,0.087072,0.084512,0.089632,0.084913,0.08921,0.085378,0.088727,0.048418,7.55,180.0,5.55,5.42,5.68,5.44,5.66,5.47,5.64,1.0,A,0,0,0,0,0,0.0,0.0,87.59,9.1,69.75,100.0,高可信,B_潜在影子,28.0,equasis_real
273250830,9312884.0,Kemerovo,Russia,Novoship,2007.0,AFRAMAX TNKR,0000-00-00,Hyundai Heavy Ind Ulsan Shipyard,South Korea,1,44056,180.0,3,高风险,True,False,True,True,1,Grey,Medium Performance,0.00018,6.2e-05,0.000297,7e-05,0.000263,8.1e-05,0.000229,11,6,0,69.7,0.1,0.115444,0.104311,0.101457,0.107165,0.101905,0.106696,0.102424,0.106158,166,97.8,0.104279,0.066022,0.3719,0.145752,0.073535,0.0503,1.563691,4.4e-05,0.0,0.035771,0.034037,0.037505,0.034304,0.037214,0.034614,0.036882,0.016455,3.61,131.66,5.41,5.29,5.54,5.31,5.52,5.33,5.49,0.994,A,0,0,0,0,0,0.0,0.0,80.82,2.43,76.06,85.58,高可信,A_确认影子,25.0,equasis_real
538003608,9433585.0,Buala,Marshall Islands,TMS Tankers,2010.0,LR2 TNKR,0000-00-00,Samsung,South Korea,1,77319,180.7,0,未命中,False,False,False,False,0,White,High Performance,7.7e-05,2e-05,0.000133,2.3e-05,0.000115,2.8e-05,9.7e-05,9,4,0,57.1,0.1,0.311463,0.10566,0.103493,0.107827,0.103836,0.107473,0.104231,0.107066,168,93.0,0.105642,0.199035,0.4811,0.126048,0.338153,0.2403,1.636326,2.5e-05,0.0,0.032126,0.030883,0.033368,0.031076,0.033162,0.0313,0.032925,0.011186,3.25,154.08,5.4,5.31,5.49,5.32,5.47,5.34,5.46,1.0,A,0,0,0,0,0,0.0,0.0,12.25,7.45,0.0,26.85,高可信,D_正常,14.0,equasis_real
352003303,9319698.0,Concord Breeze,Panama,Ultra Choice International,2007.0,LR2 TNKR,0000-00-00,Dalian Shipbuilding Industry Corp,China,1,19761,180.6,0,未命中,False,False,False,False,0,White,High Performance,0.00035,0.000108,0.000592,0.000123,0.00052,0.000144,0.000445,36,5,0,57.1,0.2,0.368959,0.029898,0.027525,0.03227,0.02788,0.031861,0.028294,0.031397,102,15.1,0.029808,0.14743,0.6304,0.115686,0.581584,0.0881,1.140093,9.7e-05,0.0,0.200038,0.194461,0.205615,0.19534,0.204702,0.196357,0.203653,0.099941,16.67,151.58,5.35,5.16,5.54,5.19,5.51,5.23,5.47,0.722,B,0,0,0,0,0,0.0,0.0,18.8,10.63,0.0,39.63,高可信,D_正常,17.0,equasis_real
538006514,9489285.0,Knossos,Marshall Islands,Star Marine Management,2008.0,AFRAMAX TNKR,0000-00-00,Shanghai Waigaoqiao Shipbuilding,China,1,77804,180.6,0,未命中,False,False,False,False,0,White,High Performance,7.6e-05,2e-05,0.000132,2.3e-05,0.000115,2.7e-05,9.7e-05,29,4,1,73.7,0.1,0.142551,0.090054,0.088043,0.092065,0.08836,0.091736,0.088727,0.091358,107,65.0,0.090035,0.154958,0.4465,0.183054,0.119241,0.1559,1.623559,0.001837,0.015201,0.062477,0.060776,0.064177,0.061043,0.063897,0.061352,0.063576,0.035833,5.46,156.69,5.3,5.21,5.4,5.22,5.38,5.24,5.37,1.0,A,0,0,0,0,0,0.0,0.0,46.52,7.85,31.13,61.91,高可信,B_潜在影子,28.0,equasis_real
613411502,9383869.0,Saraswati,Cameroon,Rang Shipping,2008.0,LR2 TNKR,0000-00-00,Shanghai Waigaoqiao Shipbuilding,China,1,52142,180.4,2,中风险,False,False,True,True,3,Black,Low Performance,0.000114,3e-05,0.000197,3.4e-05,0.000171,4.1e-05,0.000144,17,4,0,57.5,0.1,0.137547,0.098396,0.095839,0.100952,0.096241,0.100532,0.096707,0.100051,91,162.6,0.098368,0.07755,0.4297,0.110156,0.123268,0.0799,2.006117,0.001878,0.014939,0.042479,0.040748,0.04421,0.041016,0.043921,0.041328,0.043591,0.017297,4.14,148.61,5.28,5.17,5.39,5.18,5.37,5.2,5.35,1.0,A,0,0,0,0,0,0.0,0.0,89.18,9.59,70.38,100.0,高可信,A_确认影子,25.0,equasis_real
461000285,9319703.0,Siraj,Oman,Vijaynagar Voyage Shipping,2008.0,LR2 TNKR,0000-00-00,Dalian Shipbuilding Industry Corp,China,1,47096,180.4,2,中风险,False,False,True,True,0,Not Listed,Not Listed,0.000232,0.000101,0.000363,0.000111,0.000328,0.000125,0.000292,52,9,1,173.4,0.1,0.166277,0.077939,0.075518,0.08036,0.075897,0.079961,0.076336,0.079503,127,136.1,0.077906,0.068109,0.4423,0.433465,0.135986,0.1543,1.446874,0.021485,0.157739,0.087671,0.085117,0.090225,0.085517,0.089804,0.085981,0.089322,0.039216,7.39,160.3,5.27,5.14,5.39,5.16,5.37,5.18,5.35,1.0,A,0,0,0,0,0,0.0,0.0,73.7,14.98,44.34,100.0,高可信,A_确认影子,48.0,equasis_real
525119160,9258894.0,Golden Splendor,Indonesia,Soechi Lines,2004.0,AFRAMAX TNKR,0000-00-00,Samsung,South Korea,2,76352,180.6,0,未命中,False,False,False,False,0,Not Listed,High Performance,9.1e-05,2.8e-05,0.000153,3.2e-05,0.000135,3.7e-05,0.000115,12,5,0,57.1,0.1,0.535913,0.0999,0.097773,0.102027,0.098109,0.101679,0.098497,0.101279,29,141.0,0.099881,0.162855,0.4503,0.40323,0.72166,1.4054,1.116537,2.5e-05,0.0,0.03861,0.037243,0.039976,0.037456,0.03975,0.037703,0.03949,0.013057,3.72,175.64,5.27,5.18,5.36,5.19,5.35,5.21,5.33,1.0,A,0,0,0,0,0,0.0,0.0,18.9,15.56,0.0,49.4,高可信,D_正常,27.0,equasis_real
538010229,9460136.0,P Aliki,Marshall Islands,Performance Shipping Inc,2010.0,LR2 TNKR,0000-00-00,Hyundai Heavy Ind Ulsan Shipyard,South Korea,1,63358,177.1,0,未命中,False,False,False,False,0,White,High Performance,0.000283,0.000155,0.00041,0.000168,0.00038,0.000184,0.000347,38,16,3,173.6,0.1,0.145727,0.078863,0.076765,0.080962,0.077094,0.080617,0.077476,0.080221,163,57.8,0.078839,0.101243,0.4144,0.194664,0.141535,0.6822,1.168137,3e-05,0.0,0.083682,0.081526,0.085838,0.081865,0.085484,0.082257,0.085078,0.039426,6.8,167.87,5.23,5.12,5.34,5.14,5.32,5.16,5.3,0.991,A,0,0,0,0,0,0.0,0.0,19.1,3.21,12.81,25.39,高可信,D_正常,14.0,equasis_real
352005437,9460564.0,Balu 6,Panama,Unknown Chinese,2011.0,AFRAMAX TNKR,0000-00-00,Sumitomo,Japan,1,77926,180.5,0,未命中,False,False,False,False,0,White,High Performance,0.000114,4.4e-05,0.000185,4.9e-05,0.000166,5.6e-05,0.000145,30,7,1,93.9,0.1,0.157252,0.089554,0.087549,0.091559,0.087865,0.09123,0.088231,0.090854,149,85.9,0.089535,0.08736,0.454,0.167303,0.119619,0.0939,0.60587,0.004991,0.041524,0.059838,0.058173,0.061503,0.058434,0.061229,0.058736,0.060915,0.026345,5.04,179.99,5.23,5.13,5.32,5.15,5.31,5.17,5.29,1.0,A,0,0,0,0,0,0.0,0.0,41.76,4.81,32.33,51.19,高可信,D_正常,20.0,equasis_real
538006198,9472622.0,Advantage Atom,Marshall Islands,Advantage Tankers,2011.0,AFRAMAX TNKR,0000-00-00,Samsung,South Korea,1,70798,180.7,0,未命中,False,False,False,False,0,White,High Performance,0.00014,5.7e-05,0.000223,6.4e-05,0.000201,7.2e-05,0.000177,13,8,3,203.2,0.1,0.162914,0.100589,0.098374,0.102805,0.098724,0.102442,0.099128,0.102026,109,113.4,0.100569,0.102327,0.4215,0.140755,0.125984,0.0926,5.071841,2.7e-05,0.0,0.033884,0.032552,0.035217,0.032758,0.034995,0.032998,0.034741,0.013107,3.4,152.84,5.21,5.11,5.3,5.13,5.29,5.14,5.27,1.0,A,0,0,0,0,0,0.0,0.0,22.57,10.23,2.52,42.62,高可信,D_正常,14.0,equasis_real
636021867,9412177.0,Minerva Aries,Liberia,Minerva Marine,2008.0,LR2 TNKR,0000-00-00,Hyundai Heavy Ind Ulsan Shipyard,South Korea,1,49160,180.6,0,未命中,False,False,False,False,0,White,High Performance,0.000161,5.6e-05,0.000266,6.3e-05,0.000236,7.3e-05,0.000205,15,6,0,71.0,0.1,0.405289,0.084715,0.082254,0.087176,0.08264,0.086771,0.083087,0.086306,110,101.5,0.084684,0.141586,0.5177,0.18616,0.497539,0.1809,2.418664,0.000934,0.001799,0.068021,0.065796,0.070247,0.066144,0.069879,0.066546,0.069458,0.042086,6.56,178.01,5.18,5.06,5.3,5.07,5.28,5.1,5.25,1.0,A,0,0,0,0,0,0.0,0.0,15.45,11.03,0.0,37.07,高可信,D_正常,12.0,equasis_real
352179000,9413004.0,Horae,Panama,Zimar Shipping,2009.0,AFRAMAX TNKR,0000-00-00,Sumitomo,Japan,1,37844,163.5,3,高风险,True,False,True,True,0,White,High Performance,0.000104,1.4e-05,0.000193,1.7e-05,0.00016,2.2e-05,0.000127,29,2,0,56.8,0.1,0.116055,0.083464,0.080678,0.08625,0.081113,0.08579,0.081617,0.085262,218,133.5,0.083424,0.147378,0.3594,0.228657,0.235097,0.1149,1.891951,0.000896,0.003597,0.068463,0.065919,0.071008,0.066315,0.070586,0.066774,0.070102,0.032394,5.9,175.81,5.13,4.99,5.26,5.01,5.24,5.04,5.21,0.879,A,0,0,0,0,0,0.0,0.0,38.51,17.57,4.07,72.95,高可信,C_名单被动,27.0,equasis_real
667001255,9380673.0,Centurion,Sierra Leone,Cascade Collective Corp,2008.0,AFRAMAX TNKR,0000-00-00,Sumitomo,Japan,1,51816,180.3,2,中风险,False,False,True,True,2,Grey,Low Performance,9.5e-05,2e-05,0.00017,2.3e-05,0.000145,2.8e-05,0.000119,63,3,1,72.9,0.1,0.101783,0.083847,0.081461,0.086233,0.081835,0.08584,0.082268,0.08539,195,34.6,0.083817,0.191334,0.3738,0.331344,0.117579,0.0848,1.722696,0.002121,0.017731,0.067507,0.065347,0.069667,0.065684,0.06931,0.066076,0.068901,0.032556,5.69,160.57,5.13,5.01,5.24,5.03,5.22,5.05,5.2,1.0,A,0,0,0,0,0,0.0,0.0,84.35,4.38,75.77,92.93,高可信,A_确认影子,26.0,equasis_real
352004997,9292515.0,Pelagos,Panama,Zeythra Group,2005.0,AFRAMAX TNKR,0000-00-00,Samsung,South Korea,2,65641,180.6,0,未命中,False,False,False,False,0,White,High Performance,0.000166,7.2e-05,0.000261,8e-05,0.000236,9e-05,0.00021,32,9,1,183.0,0.1,0.252449,0.094995,0.092752,0.097238,0.093105,0.09687,0.093514,0.096448,157,121.9,0.094973,0.06174,0.4614,0.225932,0.254307,0.2518,1.211925,0.006854,0.026839,0.041177,0.039658,0.042697,0.039894,0.042445,0.040168,0.042156,0.015736,3.77,145.68,5.1,5.0,5.2,5.02,5.19,5.04,5.17,1.0,A,0,0,0,0,0,0.0,0.0,23.1,4.4,14.48,31.72,高可信,D_正常,4.0,equasis_real
538003617,9402495.0,Dubai Charm,Marshall Islands,Emarat Maritime,2010.0,AFRAMAX TNKR,0000-00-00,Hanjin Heavy Ind,South Korea,1,26600,180.7,0,未命中,False,False,False,False,0,White,High Performance,0.000335,0.000127,0.000543,0.000143,0.000485,0.000163,0.000425,47,7,1,80.1,0.2,0.139774,0.075287,0.072117,0.078457,0.072608,0.077929,0.073178,0.077325,28,109.9,0.075228,0.058522,0.4507,0.169195,0.109417,0.0513,1.652966,7.2e-05,0.0,0.083795,0.080465,0.087124,0.080983,0.086571,0.081583,0.085938,0.048306,7.51,180.0,5.07,4.9,5.24,4.93,5.21,4.96,5.18,0.799,B,0,0,0,0,0,0.0,0.0,34.6,3.06,28.6,40.6,高可信,D_正常,9.0,equasis_real
352002775,9292979.0,Sai,Panama,Guru Purab Shipping & Trading,2004.0,AFRAMAX TNKR,0000-00-00,Samsung,South Korea,2,52419,180.7,0,未命中,False,False,False,False,0,White,High Performance,0.000208,9e-05,0.000326,0.0001,0.000295,0.000112,0.000262,33,9,2,260.3,0.1,0.130468,0.089101,0.086662,0.091539,0.087045,0.091139,0.087489,0.090679,154,53.8,0.089072,0.073459,0.4341,0.08294,0.096369,0.2439,1.242352,0.004977,0.051287,0.051755,0.049858,0.053651,0.050154,0.053336,0.050496,0.052976,0.021021,4.61,168.85,5.05,4.94,5.16,4.95,5.14,4.97,5.12,1.0,A,0,0,0,0,0,0.0,0.0,66.52,12.23,42.55,90.49,高可信,B_潜在影子,26.0,equasis_real
311000460,9484077.0,Seletar Spirit,Bahamas,Teekay Tankers,2010.0,LR2 TNKR,0000-00-00,Hudong Zhonghua,China,1,32560,180.3,0,未命中,False,False,False,False,0,White,High Performance,0.000305,0.000125,0.000485,0.000138,0.000436,0.000157,0.000385,31,8,0,70.0,0.1,0.23188,0.077415,0.074512,0.080317,0.074964,0.079836,0.075488,0.079284,47,134.2,0.077367,0.228779,0.5533,0.146576,0.374401,0.2322,1.284683,5.9e-05,0.0,0.076011,0.073133,0.07889,0.073581,0.078412,0.0741,0.077865,0.037897,7.07,173.18,5.01,4.86,5.16,4.88,5.13,4.91,5.11,0.866,A,0,0,0,0,0,0.0,0.0,13.84,9.0,0.0,31.48,高可信,D_正常,14.0,equasis_real
667002293,9265756.0,Altis,Sierra Leone,Zinrepin Harborcraft,2005.0,AFRAMAX TNKR,0000-00-00,Sanoyas,Japan,2,58524,89.3,1,低风险,False,False,False,True,2,Grey,Low Performance,8.4e-05,1.7e-05,0.000151,2e-05,0.000128,2.5e-05,0.000106,5,3,0,57.1,0.0,0.180268,0.084915,0.082657,0.087174,0.083012,0.086803,0.083423,0.086377,75,30.1,0.08489,0.39159,0.4035,0.318365,0.198366,0.1519,1.356786,3.3e-05,0.0,0.052763,0.050952,0.054575,0.051235,0.054275,0.051562,0.053931,0.022844,4.38,180.0,4.88,4.77,4.98,4.79,4.97,4.81,4.95,0.748,B,0,0,0,0,0,0.0,0.0,83.73,9.93,64.27,100.0,高可信,A_确认影子,52.0,equasis_real
461000260,9360130.0,Zaliv Vostok,Oman,Sovcomflot,2009.0,LR2 TNKR,0000-00-00,Hyundai Heavy Ind Ulsan Shipyard,South Korea,1,53996,180.6,3,高风险,True,False,True,True,0,Not Listed,Not Listed,0.000184,7.5e-05,0.000292,8.3e-05,0.000263,9.5e-05,0.000232,35,8,0,57.1,0.1,0.100156,0.092721,0.090275,0.095167,0.090659,0.094765,0.091104,0.094304,167,67.5,0.092694,0.089406,0.4266,0.234402,0.126499,0.1039,2.188961,0.001462,0.011275,0.032316,0.030825,0.033807,0.031055,0.033557,0.031322,0.033272,0.016315,3.23,149.84,4.82,4.72,4.93,4.73,4.91,4.75,4.89,1.0,A,0,0,0,0,0,0.0,0.0,57.77,0.24,57.3,58.24,高可信,A_确认影子,34.0,equasis_real
352978181,9229350.0,Marine Pearl,Panama,Ceres Ship Management,2002.0,AFRAMAX TNKR,0000-00-00,Hyundai Samho Heavy Ind,South Korea,2,75383,180.7,0,未命中,False,False,False,False,0,White,High Performance,0.000132,5.4e-05,0.000209,6e-05,0.000188,6.8e-05,0.000166,17,8,3,115.8,0.1,0.232612,0.067756,0.065962,0.06955,0.066244,0.069255,0.06657,0.068917,1081,12.4,0.067735,0.165293,0.506,0.28215,0.300555,0.3799,1.932774,0.003527,0.011653,0.084992,0.083001,0.086982,0.083315,0.086656,0.083678,0.086282,0.033641,7.0,156.22,4.75,4.66,4.85,4.67,4.83,4.69,4.81,1.0,A,0,0,0,0,0,0.0,0.0,20.75,2.81,15.24,26.26,高可信,D_正常,22.0,equasis_real
567599000,9446116.0,TMN Plenitude,Thailand,TMN,2009.0,AFRAMAX TNKR,0000-00-00,Namura,Japan,1,40110,180.7,0,未命中,False,False,False,False,1,Grey,High Performance,0.000123,2.5e-05,0.00022,3e-05,0.000187,3.6e-05,0.000154,12,3,0,71.4,0.1,0.561456,0.077228,0.074616,0.07984,0.075024,0.079409,0.075497,0.078914,155,39.0,0.07719,0.083909,0.4505,0.187572,0.681234,1.8194,1.641844,4.8e-05,0.0,0.061504,0.059153,0.063855,0.059519,0.063465,0.059943,0.063018,0.025777,5.79,160.98,4.71,4.58,4.84,4.6,4.81,4.62,4.79,0.951,A,0,0,0,0,0,0.0,0.0,19.02,17.45,0.0,53.22,高可信,D_正常,2.0,simulated_noisy
613321600,9330599.0,Lumin,Cameroon,Sino Ship Management,2006.0,AFRAMAX TNKR,0000-00-00,Samsung,South Korea,2,35441,180.6,2,中风险,False,False,True,True,3,Black,Low Performance,0.000167,4.4e-05,0.00029,5.1e-05,0.000251,6e-05,0.000212,31,4,1,399.1,0.1,0.109901,0.082549,0.079684,0.085413,0.080131,0.084939,0.080649,0.084396,225,24.9,0.082506,0.099899,0.4167,0.041985,0.138607,0.1309,1.101907,0.006741,0.048259,0.04915,0.0469,0.0514,0.047247,0.051024,0.04765,0.050594,0.026098,4.99,152.95,4.7,4.57,4.84,4.59,4.81,4.61,4.79,0.899,A,0,0,0,0,0,0.0,0.0,90.98,8.95,73.44,100.0,高可信,A_确认影子,52.0,simulated_noisy
